id,cast_parsed
14057,"Maggie Gyllenhaal,Julianne Moore,David Duchovny,Justin Bartha,Billy Crudup"
12621,"Joseph Julian Soria,Catherine Keener,Arnie Pantoja,Steve Coogan,Melonie Diaz"
1808,"Jonathan Rhys Meyers,Christian Bale,Ewan McGregor,Toni Collette,Janet McTeer"
293670,"Jun Kunimura,Kim Hwan"
67675,"Gwyneth Paltrow,Dianna Agron,Darren Criss,Chris Colfer,Lea Michele"
27329,"M.L. Piyapas Bhirombhakdi,Sarunyu Wongkrachang,Chatchai Plengpanich,Mai Charoenpura,Johnny Anfone"
29514,"Adrienne Barbeau,Madeleine Potter,Harvey Keitel,E.G. Marshall,Ramy Zada"
250349,"Guillaume de Tonquédec,Jérôme Commandeur,Florence Foresti,Lambert Wilson,Franck Dubosc"
12454,"Lesley Manville,Timothy Spall,Sally Hawkins,James Corden,Ruth Sheen"
39806,"Q'orianka Kilcher,Barry Pepper,Will Patton,Shaun Evans,Jimmy Yuill"
15699,"Jacqueline McKenzie,Christian Byers,Vince Colosimo,Sapphire Boyce,Robert Morgan"
17926,"Shannyn Sossamon,Carrie Fisher,Steven Strait,Kip Pardue,Pell James"
9671,"Linda Kozlowski,Michael Lombard,David Gulpilil,Paul Hogan,Mark Blum"
11588,"Robert Sean Leonard,Ryan Phillippe,Piper Perabo,Sarah Polley,Stephen Rea"
43418,"Harrison Gilbertson,Steve Le Marquand,Gyton Grantley,Brendan Cowell,Alan Dukes"
71157,"Nicolas Duvauchelle,Karin Viard,Marina Foïs,JoeyStarr,Maïwenn"
13483,"Hayden Christensen,Terrence Howard,Charlie Hewson,Jessica Alba,Lena Olin"
1547,"Kiefer Sutherland,Corey Feldman,Jason Patric,Dianne Wiest,Corey Haim"
25196,"Maggie Gyllenhaal,Colin Farrell,Robert Duvall,Jeff Bridges,Paul Herman"
16323,"Harry Dean Stanton,Frederic Forrest,Bette Midler,David Keith,Alan Bates"
175528,"Christina Milian,Djimon Hounsou,Paula Patton,Adam Brody,Taye Diggs"
8069,"John Phillip Law,Anita Pallenberg,Claude Dauphin,Marcel Marceau,Jane Fonda"
71805,"Louisa Milwood-Haigh,Joachim Rafaelsen,Bjørn Sundquist,Gabriel Byrne,Stian Smestad"
9451,"Reese Witherspoon,Matthew Broderick,Jessica Campbell,Mark Harelik,Chris Klein"
16727,"Jacinda Barrett,Irrfan Khan,Sahira Nair,Kal Penn,Tabu"
272693,"Bianca A. Santos,Skyler Samuels,Bella Thorne,Robbie Amell,Mae Whitman"
10696,"Valarie Pettiford,Terrence Howard,Padma Lakshmi,Mariah Carey,Max Beesley"
150202,"Chad Michael Murray,Abigail Spencer,Emily Alyn Lind,Katee Sackhoff,Cicely Tyson"
19644,"Sol Kyung-gu,Sung-Ki Jun,Im Won-hee"
29963,"Paul Schneider,Abbie Cornish,Ben Whishaw,Edie Martin,Kerry Fox"
26022,"Shah Rukh Khan,Jimmy Shergill,Zarina Wahab,Tanay Chheda,Kajol"
152747,Robert Redford
62676,"Mary Elizabeth Mastrantonio,Kris Kristofferson,David Strathairn,Vanessa Martinez"
20360,"Clive Standen,Akshay Kumar,Katrina Kaif,Rishi Kapoor,Upen Patel"
1116,"Liam Cunningham,Orla Fitzgerald,Pádraic Delaney,Cillian Murphy,Gerard Kearney"
185008,"Aditya Roy Kapoor,Deepika Padukone,Kunaal Roy Kapur,Kalki Koechlin,Ranbir Kapoor"
11620,"Patricia Laffan,Robert Taylor,Peter Ustinov,Deborah Kerr,Leo Genn"
14353,"Anthony Stewart Head,Sarah Brightman,Alexa PenaVega,Paris Hilton,Paul Sorvino"
11818,"Ghassan Massoud,Bergüzar Korel,Billy Zane"
680,"Samuel L. Jackson,John Travolta,Bruce Willis,Ving Rhames,Uma Thurman"
11176,"Jerry Nelson,Richard Hunt,Dave Goelz,Jim Henson,Frank Oz"
242582,"Jake Gyllenhaal,Bill Paxton,Rene Russo,Kevin Rahm,Riz Ahmed"
11217,"Jay Chandrasekhar,Kevin Heffernan,Erik Stolhanske,Tanja Reichert,Paul Soter"
15121,"Christopher Plummer,Eleanor Parker,Julie Andrews,Richard Haydn,Peggy Wood"
2619,"Daryl Hannah,Dody Goodman,Eugene Levy,John Candy,Tom Hanks"
773,"Abigail Breslin,Toni Collette,Steve Carell,Greg Kinnear,Paul Dano"
235,"Kiefer Sutherland,Jerry O'Connell,Corey Feldman,River Phoenix,Wil Wheaton"
170,"Christopher Dunne,Cillian Murphy,Naomie Harris,Emma Hitching,Noah Huntley"
14114,"Marques Houston,Omarion J-Boog,Lil' Fizz,Raz B"
10734,"Patrick McGoohan,Roberts Blossom,Clint Eastwood,Jack Thibeau,Fred Ward"
37964,"Nicole Ari Parker,Queen Latifah,Sanaa Lathan,Yasiin Bey,Taye Diggs"
28121,"Martin Lawrence,Lynn Whitfield,Regina King,Della Reese,Bobby Brown"
40807,"Joseph Gordon-Levitt,Bryce Dallas Howard,Anjelica Huston,Anna Kendrick,Seth Rogen"
10885,"Rachael Taylor,Joshua Jackson,David Denman,Megumi Okina,Eri Otoguro"
225565,"Michael B. Jordan,Mackenzie Davis,Miles Teller,Imogen Poots,Zac Efron"
16471,"Patti D'Arbanville,Mary Kay Place,Dabney Coleman,Chevy Chase,Nell Carter"
385736,"Christopher Jordan Wallace,Natalie Stephany Aguilar,Christopher Meyer,Mahershala Ali,Kofi Siriboe"
11971,"Robert Sean Leonard,Kenneth Branagh,Michael Keaton,Richard Briers,Keanu Reeves"
668,"Gabriele Ferzetti,George Lazenby,Telly Savalas,Ilse Steppat,Diana Rigg"
11596,"Heather Langenkamp,Robert Englund,David Newsom,Miko Hughes,Wes Craven"
14429,"Melissa Joan Hart,Susan May Pratt,Stephen Collins,Adrian Grenier,Ali Larter"
13751,"Laurence Fishburne,Curtis Armstrong,J.R. Villarreal,Angela Bassett,Keke Palmer"
9490,"Harland Williams,Dave Chappelle,Guillermo Díaz,Tommy Chong,Jim Breuer"
14536,"Harry Connick Jr.,Renée Zellweger,Siobhan Fallon,J.K. Simmons,Mike O'Brien"
1359,"Samantha Mathis,Christian Bale,Willem Dafoe,Jared Leto,Josh Lucas"
9962,"Jennifer Aniston,Jake Gyllenhaal,Zooey Deschanel,John C. Reilly,Deborah Rush"
15049,"Hugolin Chevrette-Landesque,Patrice Bélanger,Michel Beaudry,Patrick Huard,Colm Feore"
22821,"Sean Patrick Flanery,Clifton Collins Jr,Billy Connolly,Norman Reedus,Julie Benz"
42819,"Alexandra Maria Lara,Charlotte Gainsbourg,Nicholas Blandullo,Sofia Viruboff,Omar Metwally"
209263,"Julia Louis-Dreyfus,Catherine Keener,James Gandolfini,Toni Collette,Ben Falcone"
37735,"Stanley Tucci,Cam Gigandet,Amanda Bynes,Lisa Kudrow,Emma Stone"
59930,"Vanessa Bell Calloway,Suzzanne Douglas,Glynn Turman,Larenz Tate,Joe Morton"
10873,"Catherine McCormack,John Malkovich,Willem Dafoe,Cary Elwes,Udo Kier"
51588,"Danielle Campbell,Aimee Teegarden,Thomas McDonell,Nicholas Braun,Faith Ford"
23570,"Michael Rapaport,Gwyneth Paltrow,David Schwimmer,Toni Collette,Carol Kane"
19489,"Barry Corbin,John Cullum,Jamie Foxx,Jake Busey,Nia Long"
14629,"Mark Feuerstein,John de Lancie,Murilo Benicio,Penélope Cruz,Anne Ramsay"
8293,"Helena Bonham Carter,Vanessa Redgrave,Anthony Hopkins,Prunella Scales,Emma Thompson"
291270,"Jennifer Jason Leigh,David Thewlis,Tom Noonan"
44009,"Lesley Manville,Oliver Maltman,Jim Broadbent,Peter Wight,Ruth Sheen"
1958,"Catherine Deneuve,Emmanuelle Béart,Virginie Ledoyen,Isabelle Huppert,Fanny Ardant"
13154,"Cary-Hiroyuki Tagawa,Dolph Lundgren,Tia Carrere,Brandon Lee,Philip Tan"
26618,"Gregory Sporleder,Janeane Garofalo,Joaquin Phoenix,Georgina Cates,Vince Vaughn"
43923,"Zach Galifianakis,Keir Gilchrist,Emma Roberts,Viola Davis,Zoë Kravitz"
46138,"Miranda Richardson,Geraldine James,Sally Hawkins,Bob Hoskins,Simon Nehan"
26306,"Lindsay Crouse,Breckin Meyer,R. Lee Ermey,Jared Leto,Ed O'Neill"
110683,"Denholm Elliott,Prunella Scales,Faye Dunaway,John Gielgud,Alan Bates"
26963,"Brendan Gleeson,Christen Mooney,Liam Hourican,Evan McGuire,Mick Lally"
198277,"Catherine Keener,Hailee Steinfeld,Keira Knightley,Mark Ruffalo,Adam Levine"
7870,"Evan Rachel Wood,Edward Norton,Rory Culkin,David Morse,Bruce Dern"
13072,"Ty Thomas Reed,Brian O'Neill,Alec Baldwin,Paulo Araujo,Daniel Tay"
30141,"Robert Downey Jr.,Jeremy Northam,Katie Holmes,Robin Wright,Mel Gibson"
17044,"Catherine McCormack,Steven Mackintosh,Rachel Weisz,Paul Bettany,Anna Friel"
10288,"Carrie-Anne Moss,Billy Connolly,Henry Czerny,Dylan Baker,Kesun Loder"
12183,"Kris Kristofferson,Jacob Vargas,Owen Wilson,Luke Wilson,Eva Mendes"
44147,"Rupert Everett,Eileen Atkins,Rupert Grint,Emily Blunt,Bill Nighy"
12192,"Johnny Whitworth,Milo Ventimiglia,Lauren Lee Smith,Michael Weston,Alyssa Milano"
13197,"Giovanni Ribisi,James Marsden,Brian Dennehy,Dennis Hopper,Leo Rossi"
10913,"Michael Angarano,Bill Pullman,Danso Gordon,Alison Pill,Jamie Bell"
251321,"Jennifer Connelly,Mélanie Laurent,William Shimell,Cillian Murphy,Zen McGrath"
149,"Hiroshi Ohtake,Nozomu Sasaki,Tesshou Genda,Mitsuo Iwata,Mami Koyama"
10425,"Laurence Fishburne,Michael Bowen,Olivia Wilde,Paul Walker,Jason Lewis"
49081,"Michel Barrette,Tony Calabretta,Rémy Girard,Roy Dupuis,Sean Avery"
256687,"Jean-Claude Van Damme,Josh Henderson,Alfred Molina,Lennie James,Brad Carter"
220488,"Leehom Wang,Zhang Ziyi,Yao Chen,Ada Choi,Ruby Lin"
1544,"Matthew Goode,Piper Perabo,Lena Headey,Celia Imrie,Darren Boyd"
374461,"Natascha McElhone,Britt Robertson,Xavier Samuel,Eddie Murphy,Lucy Fry"
302,"Charlotte Rampling,Jean-Marie Lamour,Ludivine Sagnier,Charles Dance,Marc Fayolle"
21512,"Vincent D'Onofrio,Anna Katarina,Delroy Lindo,Rutger Hauer,Joan Chen"
403,"Morgan Freeman,Jessica Tandy,Patti LuPone,Esther Rolle,Dan Aykroyd"
29461,"Brandon Hammond,Vivica A. Fox,Michael Beach,Mekhi Phifer,Nia Long"
33542,"Marc Akerstream,Françoise Yip,Jackie Chan,Anita Mui,Bill Tung"
283708,"Viggo Mortensen,Vincent Martin,Nicolas Giraud,Djemel Barek,Reda Kateb"
9388,"Cameron Bright,Aaron Eckhart,Sam Elliott,Maria Bello,Adam Brody"
1691,"Heather Matarazzo,Bijou Phillips,Lauren German,Richard Burgi,Roger Bart"
24684,"Peter Sarsgaard,Olivia Williams,Carey Mulligan,Alfred Molina,Cara Seymour"
2610,"Jason Schwartzman,Bridgette Wilson,Frances Conroy,Claire Danes,Steve Martin"
11308,"Jodie Foster,Beau Bridges,Paul McCrane,Seth Green,Rob Lowe"
11022,"Jason Patric,Busta Rhymes,Chi McBride,Lloyd Adams,Ray Liotta"
34341,"Peter Outerbridge,Leslie Nielsen,Polly Shannon,Molly Parker,Paul Gross"
15365,"Larry the Cable Guy,Ivana Miličević,Peter Stormare,Jenny McCarthy,Yaphet Kotto"
36046,"Alexander Carroll,Tiffany Dupont,Brenda Strong,Sam Hennings,Eric Johnson"
12569,"Jason Bateman,J.K. Simmons,Kristen Wiig,Ben Affleck,Mila Kunis"
24356,"Penélope Cruz,Jessica Lange,John Goodman,Jeff Bridges,Bob Dylan"
2577,"Samantha Morton,Nabil Elouahabi,Tim Robbins,Emil Marwa,Om Puri"
103903,"Vincent Regan,Jenny Agutter,Calum MacNab,Bob Hoskins,Phil Davis"
73873,"Aaron Taylor-Johnson,Brendan Gleeson,Pauline Collins,Mia Wasikowska,Glenn Close"
312113,"Sarah Wayne Callies,Mickey Rourke,Kim Basinger,Razaaq Adoti,Anne Heche"
14165,"Angelina Idnani,Master Ali Haji,Saif Ali Khan,Rani Mukerji"
2011,"Gabrielle Lopes Benites,Chiara Mastroianni,Catherine Deneuve,Danielle Darrieux,Simon Abkarian"
45650,"Chris Massoglia,Haley Bennett,Nathan Gamble,Bruce Dern,Teri Polo"
7735,"Christiane Paul,Jennifer Ulrich,Frederick Lau,Jürgen Vogel,Max Riemelt"
301365,"Bella Heathcote,Elle Fanning,Karl Glusman,Jena Malone,Abbey Lee"
25941,"Liam Cunningham,Emily Mortimer,Michael Caine,Iain Glen,Lee Oakes"
29064,"Catherine Oxenberg,Michael Ironside,Casper Van Dien,Michael York,Jan Tříska"
7326,"Jennifer Garner,Allison Janney,Jason Bateman,Michael Cera,Ellen Page"
681,"Jill St. John,Sean Connery,Charles Gray,Jimmy Dean,Lana Wood"
238,"Richard S. Castellano,Robert Duvall,Marlon Brando,James Caan,Al Pacino"
535,"Kyle T. Heffner,Jennifer Beals,Michael Nouri,Sunny Johnson,Lilia Skala"
19913,"Joseph Gordon-Levitt,Matthew Gray Gubler,Chloë Grace Moretz,Zooey Deschanel,Geoffrey Arend"
713,"Harvey Keitel,Cliff Curtis,Holly Hunter,Anna Paquin,Sam Neill"
77930,"Matthew McConaughey,Channing Tatum,Alex Pettyfer,Olivia Munn,Cody Horn"
10727,"Sullivan Stapleton,Emma Caulfield,Chaney Kley,Grant Piro,Lee Cormie"
253,"Julius Harris,Clifton James,Jane Seymour,Yaphet Kotto,Roger Moore"
17908,"Frankie Muniz,Kevin Bacon,Luke Wilson,Chaon Cross,Diane Lane"
8390,"Elizabeth Banks,Abigail Breslin,Ryan Reynolds,Fisher Rachel,Isla  Weisz"
57119,"Angela Bassett,Paula Patton,Meagan Good,Julie Bowen,Mike Epps"
3291,"David Strathairn,Alex Borstein,Dianne Reeves,Jeff Daniels,Rose Abdoo"
398,"Philip Seymour Hoffman,Craig Archibald,Allie Mickelson,Bronwen Coleman,Kate Shindle"
8068,"Joaquim de Almeida,Antonio Banderas,Steve Buscemi,Cheech Marin,Salma Hayek"
10803,"Roscoe Lee Browne,Richard Jordan,Farrah Fawcett,Jenny Agutter,Michael York"
682,"Hervé Villechaize,Christopher Lee,Britt Ekland,Roger Moore,Maud Adams"
10117,"Thomas F. Wilson,Craig T. Nelson,Carl Weathers,Sharon Stone,Vanity"
9392,"Shauna Macdonald,Natalie Mendoza,Saskia Mulder,MyAnna Buring,Alex Reid"
24977,"Laurence Fishburne,Michael Jordan,Phil Jackson,Bill Murray,Bob Costas"
79316,"Catherine Kresge,Allison Miller,Robert Belushi,Zach Gilford,Sam Anderson"
2074,"Patricia Arquette,Mary Tyler Moore,Ben Stiller,Téa Leoni,Alan Alda"
1696,"Sheri Moon Zombie,William Forsythe,Bill Moseley,Ken Foree,Sid Haig"
308639,"Kiersey Clemons,Tony Revolori,Shameik Moore,Zoë Kravitz,Chanel Iman"
22314,"Stanley Tucci,Hill Harper,LL Cool J,Omar Epps,Nia Long"
2662,"Sheri Moon Zombie,Bill Moseley,Erin Daniels,Karen Black,Sid Haig"
12573,"Michael Stuhlbarg,Richard Kind,Fred Melamed,Sari Lennick,Aaron Wolff"
44718,"Robert Duvall,Sissy Spacek,Bill Murray,Lucas Black,Bill Cobbs"
11342,"Richard E. Grant,Kevin O'Brien,Julian Sands,Mary Woronov,Lori Singer"
241771,"Machine Gun Kelly,Gugu Mbatha-Raw,Minnie Driver,Danny Glover,Nate Parker"
34653,"Jon Kortajarena,Nicholas Hoult,Julianne Moore,Matthew Goode,Colin Firth"
11051,"Harry Dean Stanton,Barbara Hershey,Harvey Keitel,Willem Dafoe,David Bowie"
14578,"Richard Jenkins,Alec Baldwin,Shawn Hatosy,Jon Abrahams,Amy Smart"
57825,"Aishwarya Rai Bachchan,Martin Henderson,Naveen Andrews,Daniel Gillies,Indira Varma"
9555,"Kenneth Branagh,Tianna Sansbury,David Gulpilil,Laura Monaghan,Everlyn Sampi"
15581,"Sherri Shepherd,Andy Milonakis,Mick Partridge,Lil Wayne,Big Boi"
16651,"Christopher Gorham,Anne Hathaway,Miriama Smith,Joe Folau"
4251,"Amitabh Bachchan,Shah Rukh Khan,Preity Zinta,Rani Mukerji,Hema Malini"
12400,"Jose Pablo Cantillo,Chiwetel Ejiofor,Randy Couture,Alice Braga,Tim Allen"
39053,"Catherine Keener,John C. Reilly,Marisa Tomei,Jonah Hill,Matt Walsh"
104896,"Jeremy James Kissner,Jesse James,Jack Warden,Cheryl Ladd,Jon Voight"
14112,"Willem Dafoe,Greg Kinnear,Maria Bello,Rita Wilson,Ron Leibman"
12271,"Hayden Christensen,Sienna Miller,Jimmy Fallon,Mena Suvari,Guy Pearce"
71859,"John C. Reilly,Siobhan Fallon,Tilda Swinton,Jasper Newell,Ezra Miller"
226354,"Lesley Manville,Sylvester McCoy,Samantha Barks,Hans Matheson,James Cosmo"
48620,"Jennifer Butler,Marley Shelton,David Boreanaz,Ellen Burstyn,Carla Gugino"
33676,"Jackie Earle Haley,John Stockwell,Shelley Long,Tom Cruise"
37080,"Samuel L. Jackson,Kerry Washington,Annette Bening,Naomi Watts,Carla Gallo"
25388,"Catherine Deneuve,Jack O'Halloran,Gene Hackman,Terence Hill,Ian Holm"
11687,"Christian Clavier,Valérie Lemercier,Marie-Anne Chazel,Christian Bujeau,Jean Reno"
39210,"Alexandra Williams,Stephen Dorff,Chris Pontius,Nathalie Fay,Erin Wasson"
30128,"Marika Dominczyk,Jesse Bradford,Matt Czuchry,Geoff Stults,Traci Lords"
31535,"Scott 'Carrot Top' Thompson,Courtney Thorne-Smith,M. Emmet Walsh,Larry Miller,Jack Warden"
44835,"Joseph Gordon-Levitt,Audrey Wasilewski,Natalie Portman,Frank Collison,Rainn Wilson"
192134,"Matthew C. Martino,Richard E. Grant,Emilia Clarke,Demián Bichir,Jude Law"
1956,"Casey Affleck,Matt Damon"
24985,"Helena Bonham Carter,Olivia Williams,Paul Bettany,Eleanor Bron,Tom Ward"
306745,"Michael Shannon,Julianne Moore,Steve Carell,Luke Grimes,Ellen Page"
47088,"John C. Reilly,Katie Holmes,Kevin Kline,Dan Hedaya,Paul Dano"
110402,"Aleksandr Chutko,Leonid Yarmolnik,Aleksandr Ilin,Natalya Moteva,Yuriy Tsurilo"
27004,"Victoria Profeta,Chris Hemsworth,Thampy Antony,Mike Starr,Sean Bean"
15013,"Miranda Richardson,Nicholas Hoult,Julie Walters,Gabriel Byrne,Emily Watson"
8374,"Sean Patrick Flanery,David Della Rocco,Norman Reedus,Willem Dafoe,David Ferry"
78381,"Joanne Whalley,Elle Fanning,Ben Chaplin,Val Kilmer,Bruce Dern"
164372,"Elizaveta Arzamasova,Lyudmila Artemeva,Ivan Okhlobystin,Dmitriy Nagiev,Anna Ardova"
8879,"Michael Moriarty,Carrie Snodgress,Clint Eastwood,Richard Dysart,Chris Penn"
13001,"Christopher Judge,Michael Shanks,Amanda Tapping,Beau Bridges,Ben Browder"
9571,"Michelle Burke,Rory Cochrane,Wiley Wiggins,Jason London,Sasha Jenson"
13649,"Vanessa Hudgens,Ashley Tisdale,Lucas Grabeel,Corbin Bleu,Zac Efron"
325373,"Tatiana Maslany,Gordon Pinsent,John Ralston,Dane DeHaan,Joel Gagne"
334527,"Jackie Earle Haley,Travis Aaron Wade,John Travolta,Michael Pitt,Dan Stevens"
2211,"Johanna Wokalek,Elisabeth Degen,Heike Makatsch,Juliane Köhler,Maria Schrader"
13919,"Justin Chatwin,Kathi Copeland,Camilla Belle,Glenn Close,Jamie Bell"
14576,"Roger Guenveur Smith,Stuart Townsend,Thandie Newton,Gabriel Byrne,Jamie Foxx"
82505,"Jennifer Lawrence,Nolan Gerard Funk,Elisabeth Shue,Max Thieriot,Gil Bellows"
46738,"Mélissa Désormeaux-Poulin,Maxim Gaudette,Lubna Azabal,Allen Altman,Rémy Girard"
38970,"Fabrizio Bentivoglio,Nicoletta Romanoff,Monica Bellucci,Silvio Muccino,Laura Morante"
7347,"Fernanda Machado,Caio Junqueira,Milhem Cortaz,Wagner Moura,André Ramiro"
250546,"Annabelle Wallis,Alfre Woodard,Tony Amendola,Ward Horton,Eric Ladin"
650,"Laurence Fishburne,Cuba Gooding Jr.,Morris Chestnut,Angela Bassett,Ice Cube"
16620,"Lou Diamond Phillips,Danielle von Zerneck,Elizabeth Peña,Rosanna DeSoto,Esai Morales"
25113,"Carol Burnett,Sandy Dennis,Rita Moreno,Len Cariou,Alan Alda"
11033,"Angie Dickinson,Michael Caine,Gordon Dennis,Keith  Franz,Nancy Allen"
34723,"Courtney B. Vance,Robbie Coltrane,Jason Robards,Ron Perlman,Elijah Wood"
9430,"William Fichtner,Timothy Olyphant,Katie Holmes,Sarah Polley,Jay Mohr"
8998,"Catherine Keener,Jennifer Aniston,Jason Isaacs,Joan Cusack,Timm Sharp"
10514,"James Olson,Arthur Hill,Paula Kelly,David Wayne,Kate Reid"
10496,"Lou Diamond Phillips,Leon Robinson,Carlos Jacott,Dina Meyer,Bob Gunton"
1591,"Matthias Habich,Juliane Köhler,Merab Ninidze,Sidede Onyulo,Lea Kurka"
76025,"Michael Fassbender,James Badge Dale,Carey Mulligan,Nicole Beharie,Alex Manette"
4836,"Sally Hawkins,George Harris,Daniel Craig,Colm Meaney,Tom Hardy"
14631,"Alexander Carroll,Brighton Hertford,Brenda Strong,Sam Hennings,Eric Johnson"
87499,"Alexander Skarsgård,Shiloh Fernandez,Toby Kebbell,Brit Marling,Ellen Page"
18923,"Dallas Roberts,Colin Farrell,Robin Wright,Sissy Spacek,Ryan Donowho"
26665,"Charlotte Rampling,Stellan Skarsgård,Louise Goodall,Lena Headey,Ian Hart"
28089,"Samantha Morton,Woody Harrelson,Eamonn Walker,Jena Malone,Ben Foster"
5708,"James Anthony Pearson,Alexandra Maria Lara,Samantha Morton,Joe Anderson,Sam Riley"
218,"Arnold Schwarzenegger,Lance Henriksen,Linda Hamilton,Michael Biehn,Paul Winfield"
338,"Chulpan Khamatova,Florian Lukas,Daniel Brühl,Maria Simon,Katrin Sass"
21641,"Maurice Roeves,Jim Broadbent,Timothy Spall,Michael Sheen,Colm Meaney"
10925,"Thom Mathews,John Philbin,James Karen,Clu Gulager,Don Calfa"
2293,"Shannen Doherty,Claire Forlani,Jeremy London,Ben Affleck,Jason Lee"
621,"Olivia Newton-John,Stockard Channing,John Travolta,Jeff Conaway,Didi Conn"
792,"John C. McGinley,Forest Whitaker,Charlie Sheen,Willem Dafoe,Tom Berenger"
1777,"Robert De Niro,George W. Bush,Michael Moore,Stevie Wonder,Ben Affleck"
642,"Strother Martin,Robert Redford,Katharine Ross,Paul Newman,Henry Jones"
433,"Hermione Baddeley,David Tomlinson,Julie Andrews,Dick Van Dyke,Glynis Johns"
16619,"Donald Sutherland,Mary Tyler Moore,M. Emmet Walsh,Timothy Hutton,Judd Hirsch"
1725,"George Chakiris,Richard Beymer,Natalie Wood,Russ Tamblyn,Rita Moreno"
11977,"Rodney Dangerfield,Michael O'Keefe,Bill Murray,Chevy Chase,Ted Knight"
20322,"Morris Chestnut,D. L. Hughley,Bill Bellamy,Shemar Moore,Tatyana Ali"
16158,"Richard T. Jones,Malinda Williams,Sean Nelson,Taye Diggs,Omar Epps"
629,"Pete Postlethwaite,Chazz Palminteri,Stephen Baldwin,Gabriel Byrne,Kevin Pollak"
10160,"Valorie Armstrong,Robert Englund,Erika Anderson,Michael Ashton,Lisa Wilcox"
11452,"Ryan Reynolds,Simon Helberg,Tim Matheson,Tara Reid,Kal Penn"
12163,"Evan Rachel Wood,Mickey Rourke,Mark Margolis,Marisa Tomei,Todd Barry"
32275,"Lionel Barrymore,Herbert Marshall,Jennifer Jones,Joseph Cotten,Gregory Peck"
13785,"Michael Hitchcock,Catherine O'Hara,Parker Posey,Eugene Levy,Jay Brazeau"
1103,"Donald Pleasence,Ernest Borgnine,Lee Van Cleef,Kurt Russell,Isaac Hayes"
36739,"Tisha Campbell-Martin,Laurence Fishburne,Giancarlo Esposito,Samuel L. Jackson,Ossie Davis"
14144,"Cuba Gooding Jr.,Lochlyn Munro,Richard Gant,Tamala Jones,Paul Rae"
10622,"Gabrielle Fitzpatrick,Karen McLymont,Richard Norton,Jackie Chan,Miki Lee"
13370,"John Michael Higgins,Christopher Guest,Bob Balaban,Eugene Levy,Jane Lynch"
11191,"Vincent D'Onofrio,William R. Moses,Julia Roberts,Annabeth Gish,Lili Taylor"
10215,"Jeanne Tripplehorn,Gwyneth Paltrow,John Hannah,Zara Turner,John Lynch"
25066,"Clarence Williams III,David Alan Grier,Corbin Bernsen,Duane Whitaker,Wings Hauser"
1523,"Kerry Washington,Gillian Anderson,Forest Whitaker,Simon McBurney,James McAvoy"
11361,"Donald Pleasence,Danielle Harris,Ellie Cornell,Don Shanks,Beau Starr"
92591,"Matthew McConaughey,Tommy G. Kendrick,Shirley MacLaine,Brady Coleman,Jack Black"
57612,"Charlotte Rampling,Daryl Hannah"
12509,"Jennifer Connelly,Marcia Gay Harden,Ed Harris,Tom Bower,Bud Cort"
15256,"Janeane Garofalo,Dave Chappelle,Casey Affleck,Ben Affleck,Kate Hudson"
83686,"Bradley Cooper,Olivia Wilde,Dennis Quaid,Jeremy Irons,Zoe Saldana"
80304,"Gael García Bernal,Génesis Rodríguez,Efren Ramirez,Will Ferrell,Diego Luna"
28053,"Dominik García-Lorido,Julianna Margulies,Steven Strait,Andy García,Ezra Miller"
67913,"Brendan Gleeson,Liam Cunningham,Katarina Cas,Mark Strong,Don Cheadle"
13991,"Andrew Caldwell,Wendy Talley,Carolyn Moss,Andree Moss,Drake Bell"
1443,"Kathleen Turner,Kirsten Dunst,Josh Hartnett,Michael Paré,James Woods"
8545,"Brenda Blethyn,Michael Caine,Ewan McGregor,Jim Broadbent,Jane Horrocks"
19556,"Craig Robinson,Raquel Alessi,Molly Stanton,Trevor Moore,Zach Cregger"
231576,"Donald Faison,Pierce Gagnon,Kate Hudson,Zach Braff,Joey King"
16172,"Sarah Michelle Gellar,Lawrence Gilliard Jr.,Sean Patrick Flanery,Patricia Clarkson,Dylan Baker"
13403,"John Cameron Mitchell,Theodore Liscinski,Stephen Trask,Rob Campbell,Miriam Shor"
15797,"Paco Christian Prieto,Geoffrey Lewis,Mark Dacascos,Stacey Travis,Todd Susman"
13537,"Hayden Christensen,Peter Sarsgaard,Melanie Lynskey,Rosario Dawson,Chloë Sevigny"
20794,"Lynne Thigpen,Steve Martin,Chelcie Ross,Polly Noonan,Laura Dern"
31064,"Stockard Channing,Frederick Weller,Marcus Giamatti,Julia Stiles,Jack Hallett"
576,"Ernest Borgnine,William Holden,Edmond O'Brien,Warren Oates,Robert Ryan"
13990,"Mary-Kate Olsen,Olivia Thirlby,Famke Janssen,Ben Kingsley,Josh Peck"
11583,"Donald Sutherland,Lesley-Anne Down,Malcolm Terris,Sean Connery,Alan Webb"
18602,"Kathleen McDermott,Samantha Morton,Paul Popplewell,James Wilson,Dolly Wells"
27549,"Robert Fieldsteel,Sarah Douglas,Wings Hauser,Kari Wuhrer,Marc Singer"
59728,"Andie MacDowell,Michael Harding,Ryan Merriman,Aidan Quinn,Stacy Earl"
10930,"Benoît Magimel,Mélanie Doutey,Bernard Le Coq,Nathalie Baye,Suzanne Flon"
32395,"Aaron Taylor-Johnson,Carey Mulligan,Pierce Brosnan,Susan Sarandon,Johnny Simmons"
58882,"Hugh Jackman,Li Bingbing,Jun Ji-hyun,Vivian Wu,Jiang Wu"
7547,"Jeffrey Donovan,Scott Wilson,Laura Prepon,Stacy Keach,Ashley Judd"
